condition_id,kind,game_variant,goal_framing,model,persona,instruction_wording,response_format,temperature,persona_format,runs,choices,mean_choice,mean_reasoning_depth,mass_17_19,mass_19_20,mass_17_20,h1_score,h3_score,entropy_bits,modal_choice,modal_share,unique_choices,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,js_to_basic,tv_to_basic,emd_to_basic,js_to_cycle,tv_to_cycle,emd_to_cycle,js_to_costless,tv_to_costless,emd_to_costless,js_to_own_anchor_descriptive_only,nearest_human_anchor,own_anchor_is_nearest,own_anchor_margin
game_variant-costless__goal_framing-strategic__model-qwen3.5-4b__persona-neutral,grid,costless,strategic,qwen3.5-4b,neutral,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.6330999936845351,cycle,0,-0.05821104651571074
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-cautious,grid,costless,strategic,qwen3.5-9b,cautious,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.6330999936845351,cycle,0,-0.05821104651571074
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-competitive,grid,costless,strategic,qwen3.5-9b,competitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.6330999936845351,cycle,0,-0.05821104651571074
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive,grid,costless,strategic,qwen3.5-9b,intuitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.6330999936845351,cycle,0,-0.05821104651571074
game_variant-costless__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,costless,strategic,qwen3.5-9b,neutral,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.6330999936845351,cycle,0,-0.05821104651571074
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-cautious,grid,cycle,none,gemma-4-31b,cautious,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-competitive,grid,cycle,none,gemma-4-31b,competitive,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-intuitive,grid,cycle,none,gemma-4-31b,intuitive,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral,grid,cycle,none,gemma-4-31b,neutral,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-none__model-gemma-4-31b__persona-neutral__temperature-1.0,variation,cycle,none,gemma-4-31b,neutral,default,default,1.0,default,5,10,11.0,9.0,0.0,0.0,0.0,0.0,-0.5,-0.0,11,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936856147684368,0.96,0.6777777777777776,0.9770011750748849,0.985,0.8233333333333333,1.002496882788171,1.005,0.7777777777777777,0.9770011750748849,basic,0,-0.04014502739051695
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-cautious,grid,cycle,none,qwen3.5-27b-fp8,cautious,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-competitive,grid,cycle,none,qwen3.5-27b-fp8,competitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-intuitive,grid,cycle,none,qwen3.5-27b-fp8,intuitive,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral,grid,cycle,none,qwen3.5-27b-fp8,neutral,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,variation,cycle,none,qwen3.5-27b-fp8,neutral,default,default,0.5,descriptive,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,variation,cycle,none,qwen3.5-27b-fp8,neutral,default,default,0.5,tabular,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,variation,cycle,none,qwen3.5-27b-fp8,neutral,default,bare-number,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-27b-fp8__persona-neutral__temperature-1.0,variation,cycle,none,qwen3.5-27b-fp8,neutral,default,default,1.0,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-4b__persona-cautious,grid,cycle,none,qwen3.5-4b,cautious,default,default,0.5,default,5,10,12.600000000000001,7.4,0.2,0.2,0.2,0.0,-0.3,0.7219280948873623,11,0.8,2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8551540679432398,0.84,0.5044444444444445,0.813334677495248,0.785,0.6455555555555555,0.8541143072116595,0.805,0.5999999999999999,0.813334677495248,cycle,1,0.04077962971641147
game_variant-cycle__goal_framing-none__model-qwen3.5-4b__persona-competitive,grid,cycle,none,qwen3.5-4b,competitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-none__model-qwen3.5-4b__persona-intuitive,grid,cycle,none,qwen3.5-4b,intuitive,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-4b__persona-neutral,grid,cycle,none,qwen3.5-4b,neutral,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-4b__persona-neutral__temperature-1.0,variation,cycle,none,qwen3.5-4b,neutral,default,default,1.0,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-9b__persona-cautious,grid,cycle,none,qwen3.5-9b,cautious,default,default,0.5,default,5,10,11.0,9.0,0.0,0.0,0.0,0.0,-0.5,-0.0,11,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936856147684368,0.96,0.6777777777777776,0.9770011750748849,0.985,0.8233333333333333,1.002496882788171,1.005,0.7777777777777777,0.9770011750748849,basic,0,-0.04014502739051695
game_variant-cycle__goal_framing-none__model-qwen3.5-9b__persona-competitive,grid,cycle,none,qwen3.5-9b,competitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-none__model-qwen3.5-9b__persona-intuitive,grid,cycle,none,qwen3.5-9b,intuitive,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-9b__persona-neutral,grid,cycle,none,qwen3.5-9b,neutral,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-none__model-qwen3.5-9b__persona-neutral__temperature-1.0,variation,cycle,none,qwen3.5-9b,neutral,default,default,1.0,default,5,10,11.6,8.4,0.0,0.0,0.0,0.0,-0.5,0.9709505944546686,12,0.6,2,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9504265689032831,0.96,0.6111111111111109,0.9613946893740575,0.975,0.7566666666666666,0.9471363041730347,0.965,0.7111111111111109,0.9613946893740575,costless,0,-0.014258385201022739
game_variant-cycle__goal_framing-strategic__model-gemma-4-31b__persona-cautious,grid,cycle,strategic,gemma-4-31b,cautious,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-strategic__model-gemma-4-31b__persona-competitive,grid,cycle,strategic,gemma-4-31b,competitive,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-strategic__model-gemma-4-31b__persona-intuitive,grid,cycle,strategic,gemma-4-31b,intuitive,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-strategic__model-gemma-4-31b__persona-neutral,grid,cycle,strategic,gemma-4-31b,neutral,default,default,0.5,default,5,10,20.0,0.0,0.0,1.0,1.0,-1.0,0.5,-0.0,20,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130603096129529,0.94,0.32222222222222224,0.8390801885409714,0.865,0.1788888888888889,0.8269148143944366,0.855,0.2244444444444444,0.8390801885409714,costless,0,-0.012165374146534846
game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-cautious,grid,cycle,strategic,qwen3.5-27b-fp8,cautious,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-competitive,grid,cycle,strategic,qwen3.5-27b-fp8,competitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-intuitive,grid,cycle,strategic,qwen3.5-27b-fp8,intuitive,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral,grid,cycle,strategic,qwen3.5-27b-fp8,neutral,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-descriptive,variation,cycle,strategic,qwen3.5-27b-fp8,neutral,default,default,0.5,descriptive,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__persona_format-tabular,variation,cycle,strategic,qwen3.5-27b-fp8,neutral,default,default,0.5,tabular,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-strategic__model-qwen3.5-27b-fp8__persona-neutral__response_format-bare-number,variation,cycle,strategic,qwen3.5-27b-fp8,neutral,default,bare-number,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-strategic__model-qwen3.5-4b__persona-cautious,grid,cycle,strategic,qwen3.5-4b,cautious,default,default,0.5,default,5,10,14.2,5.8,0.4,0.4,0.4,0.0,-0.09999999999999998,0.9709505944546686,11,0.6,2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8303229618567786,0.84,0.3711111111111111,0.7247246850724735,0.585,0.4677777777777777,0.7778174593052023,0.605,0.4222222222222222,0.7247246850724735,cycle,1,0.053092774232728845
game_variant-cycle__goal_framing-strategic__model-qwen3.5-4b__persona-competitive,grid,cycle,strategic,qwen3.5-4b,competitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-strategic__model-qwen3.5-4b__persona-intuitive,grid,cycle,strategic,qwen3.5-4b,intuitive,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-strategic__model-qwen3.5-4b__persona-neutral,grid,cycle,strategic,qwen3.5-4b,neutral,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-strategic__model-qwen3.5-9b__persona-cautious,grid,cycle,strategic,qwen3.5-9b,cautious,default,default,0.5,default,5,10,11.0,9.0,0.0,0.0,0.0,0.0,-0.5,-0.0,11,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936856147684368,0.96,0.6777777777777776,0.9770011750748849,0.985,0.8233333333333333,1.002496882788171,1.005,0.7777777777777777,0.9770011750748849,basic,0,-0.04014502739051695
game_variant-cycle__goal_framing-strategic__model-qwen3.5-9b__persona-competitive,grid,cycle,strategic,qwen3.5-9b,competitive,default,default,0.5,default,5,10,19.0,1.0,1.0,1.0,1.0,0.0,0.5,-0.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8514147570828059,0.88,0.22444444444444445,0.5748889471688243,0.525,0.09888888888888889,0.6330999936845351,0.605,0.14444444444444446,0.5748889471688243,cycle,1,0.05821104651571074
game_variant-cycle__goal_framing-strategic__model-qwen3.5-9b__persona-intuitive,grid,cycle,strategic,qwen3.5-9b,intuitive,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
game_variant-cycle__goal_framing-strategic__model-qwen3.5-9b__persona-neutral,grid,cycle,strategic,qwen3.5-9b,neutral,default,default,0.5,default,5,10,12.0,8.0,0.0,0.0,0.0,0.0,-0.5,-0.0,12,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5755555555555554,0.9770011750748849,0.985,0.7144444444444444,0.9395208573810346,0.965,0.6666666666666665,0.9770011750748849,costless,0,-0.037480317693850296
